file,layer,x,y,tile
"level_06.xml","Terrain","27","23","blank_sand_middle_2"
"level_06.xml","Terrain","28","23","shell_sand_middle_1"
"level_06.xml","Terrain","29","23","blank_sand_middle_2"
"level_06.xml","Terrain","30","23","shell_sand_middle_2"
"level_06.xml","Terrain","31","23","blank_sand_middle_2"
"level_06.xml","Terrain","32","23","shell_sand_top_right"
"level_06.xml","Terrain","35","23","blank_sand_top_left"
"level_06.xml","Terrain","36","23","shell_sand_top_right"
"level_06.xml","Terrain","40","23","blank_sand_top_left"
"level_06.xml","Terrain","41","23","shell_sand_middle_1"
"level_06.xml","Terrain","42","23","shell_sand_middle_2"
"level_06.xml","Terrain","43","23","blank_sand_middle_2"
"level_06.xml","Terrain","44","23","shell_sand_middle_2"
"level_06.xml","Terrain","45","23","blank_sand_top_right"
"level_06.xml","Terrain","66","23","earth_edge_left"
"level_06.xml","Terrain","67","23","earth_edge_middle_2"
"level_06.xml","Terrain","68","23","earth_edge_middle_2"
"level_06.xml","Terrain","69","23","earth_edge_middle_2"
"level_06.xml","Terrain","70","23","earth_edge_middle_2"
"level_06.xml","Terrain","71","23","earth_edge_middle_2"
"level_06.xml","Terrain","72","23","earth_edge_middle_2"
"level_06.xml","Terrain","73","23","earth_edge_middle_2"
"level_06.xml","Terrain","74","23","earth_edge_middle_2"
"level_06.xml","Terrain","75","23","earth_edge_middle_2"
"level_06.xml","Terrain","76","23","earth_edge_middle_2"
"level_06.xml","Terrain","77","23","earth_edge_middle_2"
"level_06.xml","Terrain","78","23","earth_edge_middle_2"
"level_06.xml","Terrain","79","23","earth_edge_middle_2"
"level_06.xml","Terrain","80","23","earth_edge_right"
"level_06.xml","Terrain","83","23","earth_edge_left"
"level_06.xml","Terrain","84","23","earth_edge_middle_2"
"level_06.xml","Terrain","85","23","earth_edge_middle_2"
"level_06.xml","Terrain","86","23","earth_edge_middle_2"
"level_06.xml","Terrain","87","23","earth_edge_middle_1"
"level_06.xml","Terrain","88","23","earth_edge_middle_1"
"level_06.xml","Terrain","89","23","earth_edge_middle_1"
"level_06.xml","Terrain","90","23","earth_edge_middle_1"
"level_06.xml","Terrain","91","23","earth_edge_middle_1"
"level_06.xml","Terrain","92","23","earth_edge_middle_2"
"level_06.xml","Terrain","93","23","earth_edge_middle_2"
"level_06.xml","Terrain","94","23","earth_edge_middle_2"
"level_06.xml","Terrain","95","23","earth_edge_middle_2"
"level_06.xml","Terrain","96","23","earth_edge_middle_2"
"level_06.xml","Terrain","97","23","earth_edge_middle_2"
"level_06.xml","Terrain","98","23","earth_edge_middle_2"
"level_06.xml","Terrain","99","23","earth_edge_middle_2"
"level_06.xml","Terrain","100","23","earth_edge_middle_2"
"level_06.xml","Terrain","101","23","earth_edge_middle_2"
"level_06.xml","Terrain","102","23","earth_edge_middle_2"
"level_06.xml","Terrain","103","23","earth_edge_right"
"level_06.xml","Terrain","106","23","earth_edge_left"
"level_06.xml","Terrain","107","23","earth_edge_middle_2"
"level_06.xml","Terrain","108","23","earth_edge_middle_2"
"level_06.xml","Terrain","109","23","earth_edge_middle_2"
"level_06.xml","Terrain","110","23","earth_edge_middle_2"
"level_06.xml","Terrain","111","23","earth_edge_middle_2"
"level_06.xml","Terrain","112","23","earth_edge_middle_2"
"level_06.xml","Terrain","113","23","earth_edge_middle_2"
"level_06.xml","Terrain","114","23","earth_edge_right"
"level_06.xml","Terrain","2","24","earth_edge_left"
"level_06.xml","Terrain","3","24","tile_ripple_middle"
"level_06.xml","Terrain","4","24","tile_ripple_middle"
"level_06.xml","Terrain","5","24","earth_edge_right"
"level_06.xml","Terrain","7","24","earth_edge_left"
"level_06.xml","Terrain","8","24","tile_ripple_middle"
"level_06.xml","Terrain","9","24","tile_ripple_middle"
"level_06.xml","Terrain","10","24","tile_ripple_middle"
"level_06.xml","Terrain","11","24","earth_edge_right"
"level_06.xml","Terrain","13","24","earth_edge_left"
"level_06.xml","Terrain","14","24","tile_ripple_middle"
"level_06.xml","Terrain","15","24","tile_ripple_middle"
"level_06.xml","Terrain","16","24","tile_ripple_middle"
"level_06.xml","Terrain","17","24","earth_edge_right"
"level_06.xml","Terrain","19","24","earth_edge_left"
"level_06.xml","Terrain","20","24","earth_edge_middle_2"
"level_06.xml","Terrain","21","24","earth_edge_middle_2"
"level_06.xml","Terrain","22","24","earth_edge_middle_2"
"level_06.xml","Terrain","23","24","earth_edge_middle_2"
"level_06.xml","Terrain","24","24","earth_edge_middle_2"
"level_06.xml","Terrain","25","24","earth_edge_middle_2"
"level_06.xml","Terrain","26","24","earth_edge_middle_2"
"level_06.xml","Terrain","27","24","earth_edge_middle_2"
"level_06.xml","Terrain","28","24","earth_edge_middle_2"
"level_06.xml","Terrain","29","24","earth_edge_middle_2"
"level_06.xml","Terrain","30","24","earth_edge_middle_2"
"level_06.xml","Terrain","31","24","earth_edge_middle_2"
"level_06.xml","Terrain","32","24","earth_edge_right"
"level_06.xml","Terrain","35","24","earth_edge_left"
"level_06.xml","Terrain","36","24","earth_edge_right"
"level_06.xml","Terrain","40","24","earth_edge_left"
"level_06.xml","Terrain","41","24","earth_edge_middle_2"
"level_06.xml","Terrain","42","24","earth_edge_middle_2"
"level_06.xml","Terrain","43","24","earth_edge_middle_2"
"level_06.xml","Terrain","44","24","earth_edge_middle_2"
"level_06.xml","Terrain","45","24","earth_edge_right"
"level_06.xml","Terrain","66","24","earth_edge_left"
"level_06.xml","Terrain","67","24","tile_ripple_middle"
"level_06.xml","Terrain","68","24","tile_ripple_middle"
"level_06.xml","Terrain","69","24","tile_ripple_middle"
"level_06.xml","Terrain","70","24","tile_ripple_middle"
"level_06.xml","Terrain","71","24","tile_ripple_middle"
"level_06.xml","Terrain","72","24","tile_ripple_middle"
"level_06.xml","Terrain","73","24","tile_ripple_middle"
"level_06.xml","Terrain","74","24","tile_ripple_middle"
"level_06.xml","Terrain","75","24","tile_ripple_middle"
"level_06.xml","Terrain","76","24","tile_ripple_middle"
"level_06.xml","Terrain","77","24","tile_ripple_middle"
"level_06.xml","Terrain","78","24","tile_ripple_middle"
"level_06.xml","Terrain","79","24","tile_ripple_middle"
"level_06.xml","Terrain","80","24","earth_edge_right"
"level_06.xml","Terrain","83","24","earth_edge_left"
"level_06.xml","Terrain","84","24","tile_ripple_middle"
"level_06.xml","Terrain","85","24","tile_ripple_middle"
"level_06.xml","Terrain","86","24","tile_ripple_middle"
"level_06.xml","Terrain","87","24","tile_ripple_middle"
"level_06.xml","Terrain","88","24","tile_ripple_middle"
"level_06.xml","Terrain","89","24","tile_ripple_middle"
"level_06.xml","Terrain","90","24","tile_ripple_middle"
"level_06.xml","Terrain","91","24","tile_ripple_middle"
"level_06.xml","Terrain","92","24","tile_ripple_middle"
"level_06.xml","Terrain","93","24","tile_ripple_middle"
"level_06.xml","Terrain","94","24","tile_ripple_middle"
"level_06.xml","Terrain","95","24","tile_ripple_middle"
"level_06.xml","Terrain","96","24","tile_ripple_middle"
"level_06.xml","Terrain","97","24","tile_ripple_middle"
"level_06.xml","Terrain","98","24","tile_ripple_middle"
"level_06.xml","Terrain","99","24","tile_ripple_middle"
"level_06.xml","Terrain","100","24","tile_ripple_middle"
"level_06.xml","Terrain","101","24","tile_ripple_middle"
"level_06.xml","Terrain","102","24","tile_ripple_middle"
"level_06.xml","Terrain","103","24","earth_edge_right"
"level_06.xml","Terrain","106","24","earth_edge_left"
"level_06.xml","Terrain","107","24","tile_ripple_middle"
"level_06.xml","Terrain","108","24","tile_ripple_middle"
"level_06.xml","Terrain","109","24","tile_ripple_middle"
"level_06.xml","Terrain","110","24","tile_ripple_middle"
"level_06.xml","Terrain","111","24","tile_ripple_middle"
"level_06.xml","Terrain","112","24","tile_ripple_middle"
"level_06.xml","Terrain","113","24","tile_ripple_middle"
"level_06.xml","Terrain","114","24","earth_edge_right"
"level_06.xml","Terrain","2","25","tile_ripple_left"
"level_06.xml","Terrain","3","25","tile_ripple_middle"
"level_06.xml","Terrain","4","25","tile_ripple_middle"
"level_06.xml","Terrain","5","25","tile_ripple_right"
"level_06.xml","Terrain","7","25","tile_ripple_left"
"level_06.xml","Terrain","8","25","tile_ripple_middle"
"level_06.xml","Terrain","9","25","tile_ripple_middle"
"level_06.xml","Terrain","10","25","tile_ripple_middle"
"level_06.xml","Terrain","11","25","tile_ripple_right"
"level_06.xml","Terrain","13","25","tile_ripple_left"
"level_06.xml","Terrain","14","25","tile_ripple_middle"
"level_06.xml","Terrain","15","25","tile_ripple_middle"
"level_06.xml","Terrain","16","25","tile_ripple_middle"
"level_06.xml","Terrain","17","25","tile_ripple_right"
"level_06.xml","Terrain","19","25","tile_ripple_left"
"level_06.xml","Terrain","20","25","tile_ripple_middle"
"level_06.xml","Terrain","21","25","tile_ripple_middle"
"level_06.xml","Terrain","22","25","tile_ripple_middle"
"level_06.xml","Terrain","23","25","tile_ripple_middle"
"level_06.xml","Terrain","24","25","tile_ripple_middle"
"level_06.xml","Terrain","25","25","tile_ripple_middle"
"level_06.xml","Terrain","26","25","tile_ripple_middle"
"level_06.xml","Terrain","27","25","tile_ripple_middle"
"level_06.xml","Terrain","28","25","tile_ripple_middle"
"level_06.xml","Terrain","29","25","tile_ripple_middle"
"level_06.xml","Terrain","30","25","tile_ripple_middle"
"level_06.xml","Terrain","31","25","tile_ripple_middle"
"level_06.xml","Terrain","32","25","tile_ripple_right"
"level_06.xml","Terrain","35","25","tile_ripple_left"
"level_06.xml","Terrain","36","25","tile_ripple_right"
"level_06.xml","Terrain","40","25","tile_ripple_left"
"level_06.xml","Terrain","41","25","tile_ripple_middle"
"level_06.xml","Terrain","42","25","tile_ripple_middle"
"level_06.xml","Terrain","43","25","tile_ripple_middle"
"level_06.xml","Terrain","44","25","tile_ripple_middle"
"level_06.xml","Terrain","45","25","tile_ripple_right"
"level_06.xml","Terrain","66","25","tile_ripple_left"
"level_06.xml","Terrain","67","25","tile_ripple_middle"
"level_06.xml","Terrain","68","25","tile_ripple_middle"
"level_06.xml","Terrain","69","25","tile_ripple_middle"
"level_06.xml","Terrain","70","25","tile_ripple_middle"
"level_06.xml","Terrain","71","25","tile_ripple_middle"
"level_06.xml","Terrain","72","25","tile_ripple_middle"
"level_06.xml","Terrain","73","25","tile_ripple_middle"
"level_06.xml","Terrain","74","25","tile_ripple_middle"
"level_06.xml","Terrain","75","25","tile_ripple_middle"
"level_06.xml","Terrain","76","25","tile_ripple_middle"
"level_06.xml","Terrain","77","25","tile_ripple_middle"
"level_06.xml","Terrain","78","25","tile_ripple_middle"
"level_06.xml","Terrain","79","25","tile_ripple_middle"
"level_06.xml","Terrain","80","25","tile_ripple_right"
"level_06.xml","Terrain","83","25","tile_ripple_left"
"level_06.xml","Terrain","84","25","tile_ripple_middle"
"level_06.xml","Terrain","85","25","tile_ripple_middle"
"level_06.xml","Terrain","86","25","tile_ripple_middle"
"level_06.xml","Terrain","87","25","tile_ripple_middle"
"level_06.xml","Terrain","88","25","tile_ripple_middle"
"level_06.xml","Terrain","89","25","tile_ripple_middle"
"level_06.xml","Terrain","90","25","tile_ripple_middle"
"level_06.xml","Terrain","91","25","tile_ripple_middle"
"level_06.xml","Terrain","92","25","tile_ripple_middle"
"level_06.xml","Terrain","93","25","tile_ripple_middle"
"level_06.xml","Terrain","94","25","tile_ripple_middle"
"level_06.xml","Terrain","95","25","tile_ripple_middle"
"level_06.xml","Terrain","96","25","tile_ripple_middle"
"level_06.xml","Terrain","97","25","tile_ripple_middle"
"level_06.xml","Terrain","98","25","tile_ripple_middle"
"level_06.xml","Terrain","99","25","tile_ripple_middle"
"level_06.xml","Terrain","100","25","tile_ripple_middle"
"level_06.xml","Terrain","101","25","tile_ripple_middle"
"level_06.xml","Terrain","102","25","tile_ripple_middle"
"level_06.xml","Terrain","103","25","tile_ripple_right"
"level_06.xml","Terrain","106","25","tile_ripple_left"
"level_06.xml","Terrain","107","25","tile_ripple_middle"
"level_06.xml","Terrain","108","25","tile_ripple_middle"
"level_06.xml","Terrain","109","25","tile_ripple_middle"
"level_06.xml","Terrain","110","25","tile_ripple_middle"
"level_06.xml","Terrain","111","25","tile_ripple_middle"
"level_06.xml","Terrain","112","25","tile_ripple_middle"
"level_06.xml","Terrain","113","25","tile_ripple_middle"
"level_06.xml","Terrain","114","25","tile_ripple_right"
"level_06.xml","Terrain","2","26","tile_ripple_left"
"level_06.xml","Terrain","3","26","tile_ripple_middle"
"level_06.xml","Terrain","4","26","tile_ripple_middle"
"level_06.xml","Terrain","5","26","tile_ripple_right"
"level_06.xml","Terrain","7","26","tile_ripple_left"
"level_06.xml","Terrain","8","26","tile_ripple_middle"
"level_06.xml","Terrain","9","26","tile_ripple_middle"
"level_06.xml","Terrain","10","26","tile_ripple_middle"
"level_06.xml","Terrain","11","26","tile_ripple_right"
"level_06.xml","Terrain","13","26","tile_ripple_left"
"level_06.xml","Terrain","14","26","tile_ripple_middle"
"level_06.xml","Terrain","15","26","tile_ripple_middle"
"level_06.xml","Terrain","16","26","tile_ripple_middle"
"level_06.xml","Terrain","17","26","tile_ripple_right"
"level_06.xml","Terrain","19","26","tile_ripple_left"
"level_06.xml","Terrain","20","26","tile_ripple_middle"
"level_06.xml","Terrain","21","26","tile_ripple_middle"
"level_06.xml","Terrain","22","26","tile_ripple_middle"
"level_06.xml","Terrain","23","26","tile_ripple_middle"
"level_06.xml","Terrain","24","26","tile_ripple_middle"
"level_06.xml","Terrain","25","26","tile_ripple_middle"
"level_06.xml","Terrain","26","26","tile_ripple_middle"
"level_06.xml","Terrain","27","26","tile_ripple_middle"
"level_06.xml","Terrain","28","26","tile_ripple_middle"
"level_06.xml","Terrain","29","26","tile_ripple_middle"
"level_06.xml","Terrain","30","26","tile_ripple_middle"
"level_06.xml","Terrain","31","26","tile_ripple_middle"
"level_06.xml","Terrain","32","26","tile_ripple_right"
"level_06.xml","Terrain","35","26","tile_ripple_left"
"level_06.xml","Terrain","36","26","tile_ripple_right"
"level_06.xml","Terrain","40","26","tile_ripple_left"
"level_06.xml","Terrain","41","26","tile_ripple_middle"
"level_06.xml","Terrain","42","26","tile_ripple_middle"
"level_06.xml","Terrain","43","26","tile_ripple_middle"
"level_06.xml","Terrain","44","26","tile_ripple_middle"
"level_06.xml","Terrain","45","26","tile_ripple_right"
"level_06.xml","Terrain","66","26","tile_ripple_left"
"level_06.xml","Terrain","67","26","tile_ripple_middle"
"level_06.xml","Terrain","68","26","tile_ripple_middle"
"level_06.xml","Terrain","69","26","tile_ripple_middle"
"level_06.xml","Terrain","70","26","tile_ripple_middle"
"level_06.xml","Terrain","71","26","tile_ripple_middle"
"level_06.xml","Terrain","72","26","tile_ripple_middle"
"level_06.xml","Terrain","73","26","tile_ripple_middle"
"level_06.xml","Terrain","74","26","tile_ripple_middle"
"level_06.xml","Terrain","75","26","tile_ripple_middle"
"level_06.xml","Terrain","76","26","tile_ripple_middle"
"level_06.xml","Terrain","77","26","tile_ripple_middle"
"level_06.xml","Terrain","78","26","tile_ripple_middle"
"level_06.xml","Terrain","79","26","tile_ripple_middle"
"level_06.xml","Terrain","80","26","tile_ripple_right"
"level_06.xml","Terrain","83","26","tile_ripple_left"
"level_06.xml","Terrain","84","26","tile_ripple_middle"
"level_06.xml","Terrain","85","26","tile_ripple_middle"
"level_06.xml","Terrain","86","26","tile_ripple_middle"
"level_06.xml","Terrain","87","26","tile_ripple_middle"
"level_06.xml","Terrain","88","26","tile_ripple_middle"
"level_06.xml","Terrain","89","26","tile_ripple_middle"
"level_06.xml","Terrain","90","26","tile_ripple_middle"
"level_06.xml","Terrain","91","26","tile_ripple_middle"
"level_06.xml","Terrain","92","26","tile_ripple_middle"
"level_06.xml","Terrain","93","26","tile_ripple_middle"
"level_06.xml","Terrain","94","26","tile_ripple_middle"
"level_06.xml","Terrain","95","26","tile_ripple_middle"
"level_06.xml","Terrain","96","26","tile_ripple_middle"
"level_06.xml","Terrain","97","26","tile_ripple_middle"
"level_06.xml","Terrain","98","26","tile_ripple_middle"
"level_06.xml","Terrain","99","26","tile_ripple_middle"
"level_06.xml","Terrain","100","26","tile_ripple_middle"
"level_06.xml","Terrain","101","26","tile_ripple_middle"
"level_06.xml","Terrain","102","26","tile_ripple_middle"
"level_06.xml","Terrain","103","26","tile_ripple_right"
"level_06.xml","Terrain","106","26","tile_ripple_left"
"level_06.xml","Terrain","107","26","tile_ripple_middle"
"level_06.xml","Terrain","108","26","tile_ripple_middle"
"level_06.xml","Terrain","109","26","tile_ripple_middle"
"level_06.xml","Terrain","110","26","tile_ripple_middle"
"level_06.xml","Terrain","111","26","tile_ripple_middle"
"level_06.xml","Terrain","112","26","tile_ripple_middle"
"level_06.xml","Terrain","113","26","tile_ripple_middle"
"level_06.xml","Terrain","114","26","tile_ripple_right"
"level_06.xml","Terrain","2","27","tile_ripple_left"
"level_06.xml","Terrain","3","27","tile_ripple_middle"
"level_06.xml","Terrain","4","27","tile_ripple_middle"
"level_06.xml","Terrain","5","27","tile_ripple_right"
"level_06.xml","Terrain","7","27","tile_ripple_left"
"level_06.xml","Terrain","8","27","tile_ripple_middle"
"level_06.xml","Terrain","9","27","tile_ripple_middle"
"level_06.xml","Terrain","10","27","tile_ripple_middle"
"level_06.xml","Terrain","11","27","tile_ripple_right"
"level_06.xml","Terrain","13","27","tile_ripple_left"
"level_06.xml","Terrain","14","27","tile_ripple_middle"
"level_06.xml","Terrain","15","27","tile_ripple_middle"
"level_06.xml","Terrain","16","27","tile_ripple_middle"
"level_06.xml","Terrain","17","27","tile_ripple_right"
"level_06.xml","Terrain","19","27","tile_ripple_left"
"level_06.xml","Terrain","20","27","tile_ripple_middle"
"level_06.xml","Terrain","21","27","tile_ripple_middle"
"level_06.xml","Terrain","22","27","tile_ripple_middle"
"level_06.xml","Terrain","23","27","tile_ripple_middle"
"level_06.xml","Terrain","24","27","tile_ripple_middle"
"level_06.xml","Terrain","25","27","tile_ripple_middle"
"level_06.xml","Terrain","26","27","tile_ripple_middle"
"level_06.xml","Terrain","27","27","tile_ripple_middle"
"level_06.xml","Terrain","28","27","tile_ripple_middle"
"level_06.xml","Terrain","29","27","tile_ripple_middle"
"level_06.xml","Terrain","30","27","tile_ripple_middle"
"level_06.xml","Terrain","31","27","tile_ripple_middle"
"level_06.xml","Terrain","32","27","tile_ripple_right"
"level_06.xml","Terrain","35","27","tile_ripple_left"
"level_06.xml","Terrain","36","27","tile_ripple_right"
"level_06.xml","Terrain","40","27","tile_ripple_left"
"level_06.xml","Terrain","41","27","tile_ripple_middle"
"level_06.xml","Terrain","42","27","tile_ripple_middle"
"level_06.xml","Terrain","43","27","tile_ripple_middle"
"level_06.xml","Terrain","44","27","tile_ripple_middle"
"level_06.xml","Terrain","45","27","tile_ripple_right"
"level_06.xml","Terrain","66","27","tile_ripple_left"
"level_06.xml","Terrain","67","27","tile_ripple_middle"
"level_06.xml","Terrain","68","27","tile_ripple_middle"
"level_06.xml","Terrain","69","27","tile_ripple_middle"
"level_06.xml","Terrain","70","27","tile_ripple_middle"
"level_06.xml","Terrain","71","27","tile_ripple_middle"
"level_06.xml","Terrain","72","27","tile_ripple_middle"
"level_06.xml","Terrain","73","27","tile_ripple_middle"
"level_06.xml","Terrain","74","27","tile_ripple_middle"
"level_06.xml","Terrain","75","27","tile_ripple_middle"
"level_06.xml","Terrain","76","27","tile_ripple_middle"
"level_06.xml","Terrain","77","27","tile_ripple_middle"
"level_06.xml","Terrain","78","27","tile_ripple_middle"
"level_06.xml","Terrain","79","27","tile_ripple_middle"
"level_06.xml","Terrain","80","27","tile_ripple_right"
"level_06.xml","Terrain","83","27","tile_ripple_left"
"level_06.xml","Terrain","84","27","tile_ripple_middle"
"level_06.xml","Terrain","85","27","tile_ripple_middle"
"level_06.xml","Terrain","86","27","tile_ripple_middle"
"level_06.xml","Terrain","87","27","tile_ripple_middle"
"level_06.xml","Terrain","88","27","tile_ripple_middle"
"level_06.xml","Terrain","89","27","tile_ripple_middle"
"level_06.xml","Terrain","90","27","tile_ripple_middle"
"level_06.xml","Terrain","91","27","tile_ripple_middle"
"level_06.xml","Terrain","92","27","tile_ripple_middle"
"level_06.xml","Terrain","93","27","tile_ripple_middle"
"level_06.xml","Terrain","94","27","tile_ripple_middle"
"level_06.xml","Terrain","95","27","tile_ripple_middle"
"level_06.xml","Terrain","96","27","tile_ripple_middle"
"level_06.xml","Terrain","97","27","tile_ripple_middle"
"level_06.xml","Terrain","98","27","tile_ripple_middle"
"level_06.xml","Terrain","99","27","tile_ripple_middle"
"level_06.xml","Terrain","100","27","tile_ripple_middle"
"level_06.xml","Terrain","101","27","tile_ripple_middle"
"level_06.xml","Terrain","102","27","tile_ripple_middle"
"level_06.xml","Terrain","103","27","tile_ripple_right"
"level_06.xml","Terrain","106","27","tile_ripple_left"
"level_06.xml","Terrain","107","27","tile_ripple_middle"
"level_06.xml","Terrain","108","27","tile_ripple_middle"
"level_06.xml","Terrain","109","27","tile_ripple_middle"
"level_06.xml","Terrain","110","27","tile_ripple_middle"
"level_06.xml","Terrain","111","27","tile_ripple_middle"
"level_06.xml","Terrain","112","27","tile_ripple_middle"
"level_06.xml","Terrain","113","27","tile_ripple_middle"
"level_06.xml","Terrain","114","27","tile_ripple_right"
"level_06.xml","Background","2","0","antichest"
"level_06.xml","Background","3","0","antichest"
"level_06.xml","Background","4","0","antichest"
"level_06.xml","Background","5","0","antichest"
"level_06.xml","Background","6","0","antichest"
"level_06.xml","Background","7","0","antichest"
"level_06.xml","Background","8","0","antichest"
"level_06.xml","Background","9","0","antichest"
"level_06.xml","Background","10","0","antichest"
"level_06.xml","Background","11","0","antichest"
"level_06.xml","Background","12","0","antichest"
"level_06.xml","Background","13","0","antichest"
"level_06.xml","Background","14","0","antichest"
"level_06.xml","Background","15","0","antichest"
"level_06.xml","Background","16","0","antichest"
"level_06.xml","Background","17","0","antichest"
"level_06.xml","Background","18","0","antichest"
"level_06.xml","Background","19","0","antichest"
"level_06.xml","Background","20","0","antichest"
"level_06.xml","Background","21","0","antichest"
"level_06.xml","Background","22","0","antichest"
"level_06.xml","Background","23","0","antichest"
"level_06.xml","Background","24","0","antichest"
"level_06.xml","Background","25","0","antichest"
"level_06.xml","Background","26","0","antichest"
"level_06.xml","Background","27","0","antichest"
"level_06.xml","Background","28","0","antichest"
"level_06.xml","Background","29","0","antichest"
"level_06.xml","Background","30","0","antichest"
"level_06.xml","Background","31","0","antichest"
"level_06.xml","Background","32","0","antichest"
"level_06.xml","Background","33","0","antichest"
"level_06.xml","Background","84","0","antichest"
"level_06.xml","Background","85","0","antichest"
"level_06.xml","Background","86","0","antichest"
"level_06.xml","Background","87","0","antichest"
"level_06.xml","Background","88","0","antichest"
"level_06.xml","Background","89","0","antichest"
"level_06.xml","Background","90","0","antichest"
"level_06.xml","Background","91","0","antichest"
"level_06.xml","Background","92","0","antichest"
"level_06.xml","Background","93","0","antichest"
"level_06.xml","Background","94","0","antichest"
"level_06.xml","Background","95","0","antichest"
"level_06.xml","Background","96","0","antichest"
"level_06.xml","Background","97","0","antichest"
"level_06.xml","Background","98","0","antichest"
"level_06.xml","Background","99","0","antichest"
"level_06.xml","Background","100","0","antichest"
"level_06.xml","Background","101","0","antichest"
"level_06.xml","Background","102","0","antichest"
"level_06.xml","Background","103","0","antichest"
"level_06.xml","Background","104","0","antichest"
"level_06.xml","Background","105","0","antichest"
"level_06.xml","Background","106","0","antichest"
"level_06.xml","Background","107","0","antichest"
"level_06.xml","Background","108","0","antichest"
"level_06.xml","Background","109","0","antichest"
"level_06.xml","Background","110","0","antichest"
"level_06.xml","Background","111","0","antichest"
"level_06.xml","Background","112","0","antichest"
"level_06.xml","Background","113","0","antichest"
"level_06.xml","Background","114","0","antichest"
"level_06.xml","Background","48","5","rock_1"
"level_06.xml","Background","55","5","small_tree"
"level_06.xml","Background","56","5","big_tree"
"level_06.xml","Background","57","5","rock_3"
"level_06.xml","Background","61","5","small_tree"
"level_06.xml","Background","65","5","grass"
"level_06.xml","Background","70","5","small_tree"
"level_06.xml","Background","51","7","cave_middle_2"
"level_06.xml","Background","52","7","cave_middle_2"
"level_06.xml","Background","53","7","cave_middle_2"
"level_06.xml","Background","54","7","cave_middle_2"
"level_06.xml","Background","55","7","cave_middle_2"
"level_06.xml","Background","56","7","cave_middle_2"
"level_06.xml","Background","57","7","cave_middle_2"
"level_06.xml","Background","58","7","cave_middle_2"
"level_06.xml","Background","59","7","cave_middle_2"
"level_06.xml","Background","60","7","cave_middle_2"
"level_06.xml","Background","61","7","cave_middle_2"
"level_06.xml","Background","62","7","cave_middle_2"
"level_06.xml","Background","63","7","cave_middle_2"
"level_06.xml","Background","64","7","cave_middle_2"
"level_06.xml","Background","65","7","cave_middle_2"
"level_06.xml","Background","66","7","cave_middle_2"
"level_06.xml","Background","67","7","cave_middle_2"
"level_06.xml","Background","68","7","cave_middle_2"
"level_06.xml","Background","69","7","cave_middle_2"
"level_06.xml","Background","70","7","cave_middle_2"
"level_06.xml","Background","71","7","cave_middle_2"
"level_06.xml","Background","49","8","cave_middle_2"
"level_06.xml","Background","50","8","cave_middle_2"
"level_06.xml","Background","51","8","cave_middle_2"
"level_06.xml","Background","52","8","cave_middle_2"
"level_06.xml","Background","53","8","cave_middle_1"
"level_06.xml","Background","54","8","cave_inside_corner_bottom_right"
"level_06.xml","Background","55","8","cave_edge_bottom"
"level_06.xml","Background","56","8","cave_inside_corner_bottom_left"
"level_06.xml","Background","57","8","cave_middle_2"
"level_06.xml","Background","58","8","cave_middle_2"
"level_06.xml","Background","59","8","cave_middle_2"
"level_06.xml","Background","60","8","cave_middle_2"
"level_06.xml","Background","61","8","cave_middle_2"
"level_06.xml","Background","62","8","cave_middle_2"
"level_06.xml","Background","63","8","cave_middle_2"
"level_06.xml","Background","64","8","cave_middle_2"
"level_06.xml","Background","65","8","cave_middle_2"
"level_06.xml","Background","66","8","cave_middle_2"
"level_06.xml","Background","67","8","cave_middle_2"
"level_06.xml","Background","68","8","cave_middle_2"
"level_06.xml","Background","69","8","cave_middle_2"
"level_06.xml","Background","70","8","cave_middle_2"
"level_06.xml","Background","71","8","cave_middle_2"
"level_06.xml","Background","72","8","cave_middle_2"
"level_06.xml","Background","75","8","grass"
"level_06.xml","Background","43","9","grass"
"level_06.xml","Background","49","9","cave_middle_2"
"level_06.xml","Background","50","9","cave_middle_1"
"level_06.xml","Background","51","9","cave_middle_2"
"level_06.xml","Background","52","9","cave_middle_2"
"level_06.xml","Background","53","9","cave_middle_2"
"level_06.xml","Background","54","9","cave_edge_right"
"level_06.xml","Background","56","9","cave_edge_left"
"level_06.xml","Background","57","9","cave_inside_corner_bottom_right"
"level_06.xml","Background","58","9","cave_inside_corner_bottom_left"
"level_06.xml","Background","59","9","cave_middle_1"
"level_06.xml","Background","60","9","cave_middle_1"
"level_06.xml","Background","61","9","cave_middle_2"
"level_06.xml","Background","62","9","cave_middle_2"
"level_06.xml","Background","63","9","cave_middle_3"
"level_06.xml","Background","64","9","cave_middle_3"
"level_06.xml","Background","65","9","cave_middle_2"
"level_06.xml","Background","66","9","cave_middle_2"
"level_06.xml","Background","67","9","cave_inside_corner_bottom_right"
"level_06.xml","Background","68","9","cave_inside_corner_bottom_left"
"level_06.xml","Background","69","9","cave_middle_2"
"level_06.xml","Background","70","9","cave_middle_2"
"level_06.xml","Background","71","9","cave_middle_2"
"level_06.xml","Background","72","9","cave_middle_2"
"level_06.xml","Background","49","10","cave_middle_2"
"level_06.xml","Background","50","10","cave_middle_2"
"level_06.xml","Background","51","10","cave_middle_2"
"level_06.xml","Background","52","10","cave_middle_1"
"level_06.xml","Background","53","10","cave_middle_2"
"level_06.xml","Background","54","10","cave_inside_corner_top_right"
"level_06.xml","Background","55","10","cave_edge_top"
