file,object_index,type,x,y,attribute,value
"level_06.xml","2","oldPirate","51","17","luck","20"
"level_06.xml","2","oldPirate","51","17","maxChests","1"
"level_06.xml","2","oldPirate","51","17","type","oldPirate"
"level_06.xml","2","oldPirate","51","17","x","51"
"level_06.xml","2","oldPirate","51","17","y","17"
"level_06.xml","3","redPirate","84","21","boulder","10"
"level_06.xml","3","redPirate","84","21","cherryBomb","2"
"level_06.xml","3","redPirate","84","21","dynamite","1"
"level_06.xml","3","redPirate","84","21","luck","1"
"level_06.xml","3","redPirate","84","21","type","redPirate"
"level_06.xml","3","redPirate","84","21","x","84"
"level_06.xml","3","redPirate","84","21","y","21"
"level_06.xml","4","redPirate","83","21","boulder","10"
"level_06.xml","4","redPirate","83","21","cherryBomb","2"
"level_06.xml","4","redPirate","83","21","dynamite","1"
"level_06.xml","4","redPirate","83","21","luck","1"
"level_06.xml","4","redPirate","83","21","type","redPirate"
"level_06.xml","4","redPirate","83","21","x","83"
"level_06.xml","4","redPirate","83","21","y","21"
"level_06.xml","5","oldPirate","109","21","boulder","10"
"level_06.xml","5","oldPirate","109","21","dynamite","1"
"level_06.xml","5","oldPirate","109","21","luck","20"
"level_06.xml","5","oldPirate","109","21","maxChests","1"
"level_06.xml","5","oldPirate","109","21","type","oldPirate"
"level_06.xml","5","oldPirate","109","21","x","109"
"level_06.xml","5","oldPirate","109","21","y","21"
"level_06.xml","6","oldPirate","108","21","boulder","10"
"level_06.xml","6","oldPirate","108","21","dynamite","1"
"level_06.xml","6","oldPirate","108","21","luck","20"
"level_06.xml","6","oldPirate","108","21","maxChests","1"
"level_06.xml","6","oldPirate","108","21","type","oldPirate"
"level_06.xml","6","oldPirate","108","21","x","108"
"level_06.xml","6","oldPirate","108","21","y","21"
"level_06.xml","7","redPirate","71","5","boulder","10"
"level_06.xml","7","redPirate","71","5","cherryBomb","2"
"level_06.xml","7","redPirate","71","5","dynamite","1"
"level_06.xml","7","redPirate","71","5","luck","1"
"level_06.xml","7","redPirate","71","5","maxChests","1"
"level_06.xml","7","redPirate","71","5","type","redPirate"
"level_06.xml","7","redPirate","71","5","x","71"
"level_06.xml","7","redPirate","71","5","y","5"
"level_06.xml","8","redPirate","72","5","boulder","10"
"level_06.xml","8","redPirate","72","5","cherryBomb","2"
"level_06.xml","8","redPirate","72","5","dynamite","1"
"level_06.xml","8","redPirate","72","5","luck","1"
"level_06.xml","8","redPirate","72","5","maxChests","1"
"level_06.xml","8","redPirate","72","5","type","redPirate"
"level_06.xml","8","redPirate","72","5","x","72"
"level_06.xml","8","redPirate","72","5","y","5"
"level_06.xml","9","redPirate","70","5","boulder","10"
"level_06.xml","9","redPirate","70","5","cherryBomb","2"
"level_06.xml","9","redPirate","70","5","dynamite","1"
"level_06.xml","9","redPirate","70","5","luck","1"
"level_06.xml","9","redPirate","70","5","maxChests","1"
"level_06.xml","9","redPirate","70","5","type","redPirate"
"level_06.xml","9","redPirate","70","5","x","70"
"level_06.xml","9","redPirate","70","5","y","5"
"level_06.xml","10","oldPirate","50","5","boulder","10"
"level_06.xml","10","oldPirate","50","5","dynamite","1"
"level_06.xml","10","oldPirate","50","5","luck","20"
"level_06.xml","10","oldPirate","50","5","maxChests","1"
"level_06.xml","10","oldPirate","50","5","type","oldPirate"
"level_06.xml","10","oldPirate","50","5","x","50"
"level_06.xml","10","oldPirate","50","5","y","5"
"level_06.xml","11","oldPirate","51","5","boulder","10"
"level_06.xml","11","oldPirate","51","5","dynamite","1"
"level_06.xml","11","oldPirate","51","5","luck","20"
"level_06.xml","11","oldPirate","51","5","maxChests","1"
"level_06.xml","11","oldPirate","51","5","type","oldPirate"
"level_06.xml","11","oldPirate","51","5","x","51"
"level_06.xml","11","oldPirate","51","5","y","5"
"level_06.xml","12","oldPirate","52","5","boulder","10"
"level_06.xml","12","oldPirate","52","5","dynamite","1"
"level_06.xml","12","oldPirate","52","5","luck","20"
"level_06.xml","12","oldPirate","52","5","maxChests","1"
"level_06.xml","12","oldPirate","52","5","type","oldPirate"
"level_06.xml","12","oldPirate","52","5","x","52"
"level_06.xml","12","oldPirate","52","5","y","5"
"level_06.xml","13","water","0","25","luck","10"
"level_06.xml","13","water","0","25","maxChests","3"
"level_06.xml","13","water","0","25","type","water"
"level_06.xml","13","water","0","25","x","0"
"level_06.xml","13","water","0","25","y","25"
"level_06.xml","14","redPirateCaptain","8","22","boulder","10"
"level_06.xml","14","redPirateCaptain","8","22","cherryBomb","2"
"level_06.xml","14","redPirateCaptain","8","22","dynamite","1"
"level_06.xml","14","redPirateCaptain","8","22","luck","1"
"level_06.xml","14","redPirateCaptain","8","22","type","redPirateCaptain"
"level_06.xml","14","redPirateCaptain","8","22","x","8"
"level_06.xml","14","redPirateCaptain","8","22","y","22"
"level_06.xml","15","redPirate","7","22","boulder","10"
"level_06.xml","15","redPirate","7","22","cherryBomb","2"
"level_06.xml","15","redPirate","7","22","dynamite","1"
"level_06.xml","15","redPirate","7","22","luck","1"
"level_06.xml","15","redPirate","7","22","type","redPirate"
"level_06.xml","15","redPirate","7","22","x","7"
"level_06.xml","15","redPirate","7","22","y","22"
"level_06.xml","16","oldPirateCaptain","21","22","boulder","10"
"level_06.xml","16","oldPirateCaptain","21","22","dynamite","1"
"level_06.xml","16","oldPirateCaptain","21","22","luck","20"
"level_06.xml","16","oldPirateCaptain","21","22","maxChests","1"
"level_06.xml","16","oldPirateCaptain","21","22","type","oldPirateCaptain"
"level_06.xml","16","oldPirateCaptain","21","22","x","21"
"level_06.xml","16","oldPirateCaptain","21","22","y","22"
"level_06.xml","17","oldPirate","22","22","boulder","10"
"level_06.xml","17","oldPirate","22","22","dynamite","1"
"level_06.xml","17","oldPirate","22","22","luck","20"
"level_06.xml","17","oldPirate","22","22","maxChests","1"
"level_06.xml","17","oldPirate","22","22","type","oldPirate"
"level_06.xml","17","oldPirate","22","22","x","22"
"level_06.xml","17","oldPirate","22","22","y","22"
"level_06.xml","18","oldPirate","61","11","boulder","10"
"level_06.xml","18","oldPirate","61","11","dynamite","1"
"level_06.xml","18","oldPirate","61","11","luck","20"
"level_06.xml","18","oldPirate","61","11","maxChests","1"
"level_06.xml","18","oldPirate","61","11","type","oldPirate"
"level_06.xml","18","oldPirate","61","11","x","61"
"level_06.xml","18","oldPirate","61","11","y","11"
"level_06.xml","19","redPirate","55","11","boulder","10"
"level_06.xml","19","redPirate","55","11","cherryBomb","2"
"level_06.xml","19","redPirate","55","11","dynamite","1"
"level_06.xml","19","redPirate","55","11","luck","1"
"level_06.xml","19","redPirate","55","11","type","redPirate"
"level_06.xml","19","redPirate","55","11","x","55"
"level_06.xml","19","redPirate","55","11","y","11"
"level_07.xml","0","potentialWeapons","6","2","banana","1"
"level_07.xml","0","potentialWeapons","6","2","cherryBomb","9"
"level_07.xml","0","potentialWeapons","6","2","luck","10"
"level_07.xml","0","potentialWeapons","6","2","maxChests","1"
"level_07.xml","0","potentialWeapons","6","2","type","potentialWeapons"
"level_07.xml","0","potentialWeapons","6","2","x","6"
"level_07.xml","0","potentialWeapons","6","2","y","2"
"level_07.xml","1","redPirate","0","6","cherryBomb","1"
"level_07.xml","1","redPirate","0","6","luck","30"
"level_07.xml","1","redPirate","0","6","maxChests","3"
"level_07.xml","1","redPirate","0","6","type","redPirate"
"level_07.xml","1","redPirate","0","6","woodenCrate","10"
"level_07.xml","1","redPirate","0","6","x","0"
"level_07.xml","1","redPirate","0","6","y","6"
"level_07.xml","2","redPirateCaptain","2","6","cherryBomb","1"
"level_07.xml","2","redPirateCaptain","2","6","luck","30"
"level_07.xml","2","redPirateCaptain","2","6","maxChests","3"
"level_07.xml","2","redPirateCaptain","2","6","type","redPirateCaptain"
"level_07.xml","2","redPirateCaptain","2","6","woodenCrate","10"
"level_07.xml","2","redPirateCaptain","2","6","x","2"
"level_07.xml","2","redPirateCaptain","2","6","y","6"
"level_07.xml","3","bossGuy","19","6","banana","4"
"level_07.xml","3","bossGuy","19","6","boulder","4"
"level_07.xml","3","bossGuy","19","6","cherryBomb","4"
"level_07.xml","3","bossGuy","19","6","dynamite","4"
"level_07.xml","3","bossGuy","19","6","luck","30"
"level_07.xml","3","bossGuy","19","6","maxChests","3"
"level_07.xml","3","bossGuy","19","6","parachuteBomb","2"
"level_07.xml","3","bossGuy","19","6","piecesOfEight","4"
"level_07.xml","3","bossGuy","19","6","rumBottle","4"
"level_07.xml","3","bossGuy","19","6","type","bossGuy"
"level_07.xml","3","bossGuy","19","6","x","19"
"level_07.xml","3","bossGuy","19","6","y","6"
"level_07.xml","4","water","2","9","luck","10"
"level_07.xml","4","water","2","9","maxChests","3"
"level_07.xml","4","water","2","9","type","water"
"level_07.xml","4","water","2","9","x","2"
"level_07.xml","4","water","2","9","y","9"
"level_08.xml","0","potentialWeapons","10","5","anchor","1"
"level_08.xml","0","potentialWeapons","10","5","banana","1"
"level_08.xml","0","potentialWeapons","10","5","boulder","1"
"level_08.xml","0","potentialWeapons","10","5","cannon","1"
"level_08.xml","0","potentialWeapons","10","5","cherryBomb","1"
"level_08.xml","0","potentialWeapons","10","5","dynamite","1"
"level_08.xml","0","potentialWeapons","10","5","gunpowderBarrel","1"
"level_08.xml","0","potentialWeapons","10","5","luck","10"
"level_08.xml","0","potentialWeapons","10","5","maxChests","3"
"level_08.xml","0","potentialWeapons","10","5","mine","1"
"level_08.xml","0","potentialWeapons","10","5","parachuteBomb","1"
"level_08.xml","0","potentialWeapons","10","5","piecesOfEight","1"
"level_08.xml","0","potentialWeapons","10","5","rumBottle","1"
"level_08.xml","0","potentialWeapons","10","5","seagull","1"
"level_08.xml","0","potentialWeapons","10","5","tidalWave","1"
"level_08.xml","0","potentialWeapons","10","5","type","potentialWeapons"
"level_08.xml","0","potentialWeapons","10","5","voodooDoll","1"
"level_08.xml","0","potentialWeapons","10","5","woodenCrate","1"
"level_08.xml","0","potentialWeapons","10","5","x","10"
"level_08.xml","0","potentialWeapons","10","5","y","5"
"level_08.xml","1","redPirate","11","21","anchor","1"
"level_08.xml","1","redPirate","11","21","banana","1"
"level_08.xml","1","redPirate","11","21","dynamite","2"
"level_08.xml","1","redPirate","11","21","gunpowderBarrel","5"
"level_08.xml","1","redPirate","11","21","luck","10"
"level_08.xml","1","redPirate","11","21","maxChests","3"
"level_08.xml","1","redPirate","11","21","mine","1"
"level_08.xml","1","redPirate","11","21","parachuteBomb","5"
"level_08.xml","1","redPirate","11","21","piecesOfEight","1"
"level_08.xml","1","redPirate","11","21","rumBottle","3"
"level_08.xml","1","redPirate","11","21","seagull","1"
"level_08.xml","1","redPirate","11","21","tidalWave","1"
"level_08.xml","1","redPirate","11","21","type","redPirate"
"level_08.xml","1","redPirate","11","21","woodenCrate","5"
"level_08.xml","1","redPirate","11","21","x","11"
"level_08.xml","1","redPirate","11","21","y","21"
"level_08.xml","2","parrot","7","21","anchor","1"
"level_08.xml","2","parrot","7","21","banana","5"
"level_08.xml","2","parrot","7","21","cherryBomb","4"
"level_08.xml","2","parrot","7","21","dynamite","10"
"level_08.xml","2","parrot","7","21","gunpowderBarrel","1"
"level_08.xml","2","parrot","7","21","luck","10"
"level_08.xml","2","parrot","7","21","maxChests","3"
"level_08.xml","2","parrot","7","21","mine","1"
"level_08.xml","2","parrot","7","21","parachuteBomb","5"
"level_08.xml","2","parrot","7","21","piecesOfEight","1"
"level_08.xml","2","parrot","7","21","rumBottle","10"
"level_08.xml","2","parrot","7","21","seagull","2"
"level_08.xml","2","parrot","7","21","tidalWave","1"
"level_08.xml","2","parrot","7","21","type","parrot"
"level_08.xml","2","parrot","7","21","x","7"
"level_08.xml","2","parrot","7","21","y","21"
"level_08.xml","3","redPirate","11","17","anchor","1"
"level_08.xml","3","redPirate","11","17","banana","1"
"level_08.xml","3","redPirate","11","17","dynamite","2"
"level_08.xml","3","redPirate","11","17","gunpowderBarrel","5"
"level_08.xml","3","redPirate","11","17","luck","10"
"level_08.xml","3","redPirate","11","17","maxChests","3"
"level_08.xml","3","redPirate","11","17","mine","1"
"level_08.xml","3","redPirate","11","17","parachuteBomb","5"
"level_08.xml","3","redPirate","11","17","piecesOfEight","1"
"level_08.xml","3","redPirate","11","17","rumBottle","3"
"level_08.xml","3","redPirate","11","17","seagull","1"
"level_08.xml","3","redPirate","11","17","tidalWave","1"
"level_08.xml","3","redPirate","11","17","type","redPirate"
"level_08.xml","3","redPirate","11","17","woodenCrate","5"
"level_08.xml","3","redPirate","11","17","x","11"
"level_08.xml","3","redPirate","11","17","y","17"
"level_08.xml","4","parrot","7","17","anchor","1"
"level_08.xml","4","parrot","7","17","banana","5"
"level_08.xml","4","parrot","7","17","cherryBomb","4"
"level_08.xml","4","parrot","7","17","dynamite","10"
"level_08.xml","4","parrot","7","17","gunpowderBarrel","1"
"level_08.xml","4","parrot","7","17","luck","10"
"level_08.xml","4","parrot","7","17","maxChests","3"
"level_08.xml","4","parrot","7","17","mine","1"
"level_08.xml","4","parrot","7","17","parachuteBomb","5"
"level_08.xml","4","parrot","7","17","piecesOfEight","1"
"level_08.xml","4","parrot","7","17","rumBottle","10"
"level_08.xml","4","parrot","7","17","seagull","2"
"level_08.xml","4","parrot","7","17","tidalWave","1"
"level_08.xml","4","parrot","7","17","type","parrot"
"level_08.xml","4","parrot","7","17","x","7"
"level_08.xml","4","parrot","7","17","y","17"
"level_08.xml","5","redPirate","11","13","anchor","1"
"level_08.xml","5","redPirate","11","13","banana","1"
"level_08.xml","5","redPirate","11","13","dynamite","2"
"level_08.xml","5","redPirate","11","13","gunpowderBarrel","5"
"level_08.xml","5","redPirate","11","13","luck","10"
"level_08.xml","5","redPirate","11","13","maxChests","3"
"level_08.xml","5","redPirate","11","13","mine","1"
"level_08.xml","5","redPirate","11","13","parachuteBomb","5"
"level_08.xml","5","redPirate","11","13","piecesOfEight","1"
"level_08.xml","5","redPirate","11","13","rumBottle","3"
"level_08.xml","5","redPirate","11","13","seagull","1"
"level_08.xml","5","redPirate","11","13","tidalWave","1"
"level_08.xml","5","redPirate","11","13","type","redPirate"
"level_08.xml","5","redPirate","11","13","woodenCrate","5"
"level_08.xml","5","redPirate","11","13","x","11"
"level_08.xml","5","redPirate","11","13","y","13"
"level_08.xml","6","parrot","7","13","anchor","1"
"level_08.xml","6","parrot","7","13","banana","5"
"level_08.xml","6","parrot","7","13","cherryBomb","4"
"level_08.xml","6","parrot","7","13","dynamite","10"
"level_08.xml","6","parrot","7","13","gunpowderBarrel","1"
"level_08.xml","6","parrot","7","13","luck","10"
"level_08.xml","6","parrot","7","13","maxChests","3"
"level_08.xml","6","parrot","7","13","mine","1"
"level_08.xml","6","parrot","7","13","parachuteBomb","5"
"level_08.xml","6","parrot","7","13","piecesOfEight","1"
"level_08.xml","6","parrot","7","13","rumBottle","10"
"level_08.xml","6","parrot","7","13","seagull","2"
"level_08.xml","6","parrot","7","13","tidalWave","1"
"level_08.xml","6","parrot","7","13","type","parrot"
"level_08.xml","6","parrot","7","13","x","7"
"level_08.xml","6","parrot","7","13","y","13"
"level_08.xml","7","redPirateCaptain","11","9","anchor","1"
"level_08.xml","7","redPirateCaptain","11","9","banana","1"
"level_08.xml","7","redPirateCaptain","11","9","dynamite","2"
"level_08.xml","7","redPirateCaptain","11","9","gunpowderBarrel","5"
"level_08.xml","7","redPirateCaptain","11","9","luck","10"
"level_08.xml","7","redPirateCaptain","11","9","maxChests","3"
"level_08.xml","7","redPirateCaptain","11","9","mine","1"
"level_08.xml","7","redPirateCaptain","11","9","parachuteBomb","5"
"level_08.xml","7","redPirateCaptain","11","9","piecesOfEight","1"
"level_08.xml","7","redPirateCaptain","11","9","rumBottle","3"
"level_08.xml","7","redPirateCaptain","11","9","seagull","1"
"level_08.xml","7","redPirateCaptain","11","9","tidalWave","1"
"level_08.xml","7","redPirateCaptain","11","9","type","redPirateCaptain"
"level_08.xml","7","redPirateCaptain","11","9","woodenCrate","5"
"level_08.xml","7","redPirateCaptain","11","9","x","11"
"level_08.xml","7","redPirateCaptain","11","9","y","9"
"level_08.xml","8","parrot","7","9","anchor","1"
"level_08.xml","8","parrot","7","9","banana","5"
"level_08.xml","8","parrot","7","9","cherryBomb","4"
"level_08.xml","8","parrot","7","9","dynamite","10"
"level_08.xml","8","parrot","7","9","gunpowderBarrel","1"
"level_08.xml","8","parrot","7","9","luck","10"
"level_08.xml","8","parrot","7","9","maxChests","3"
"level_08.xml","8","parrot","7","9","mine","1"
"level_08.xml","8","parrot","7","9","parachuteBomb","5"
"level_08.xml","8","parrot","7","9","piecesOfEight","1"
"level_08.xml","8","parrot","7","9","rumBottle","10"
"level_08.xml","8","parrot","7","9","seagull","2"
"level_08.xml","8","parrot","7","9","tidalWave","1"
"level_08.xml","8","parrot","7","9","type","parrot"
"level_08.xml","8","parrot","7","9","x","7"
"level_08.xml","8","parrot","7","9","y","9"
"level_08.xml","9","water","2","31","luck","10"
"level_08.xml","9","water","2","31","maxChests","3"
"level_08.xml","9","water","2","31","type","water"
"level_08.xml","9","water","2","31","x","2"
"level_08.xml","9","water","2","31","y","31"
"level_08.xml","10","redPirate","11","25","anchor","1"
"level_08.xml","10","redPirate","11","25","banana","1"
"level_08.xml","10","redPirate","11","25","dynamite","2"
"level_08.xml","10","redPirate","11","25","gunpowderBarrel","5"
"level_08.xml","10","redPirate","11","25","luck","10"
"level_08.xml","10","redPirate","11","25","maxChests","3"
"level_08.xml","10","redPirate","11","25","mine","1"
"level_08.xml","10","redPirate","11","25","parachuteBomb","5"
"level_08.xml","10","redPirate","11","25","piecesOfEight","1"
"level_08.xml","10","redPirate","11","25","rumBottle","3"
"level_08.xml","10","redPirate","11","25","seagull","1"
"level_08.xml","10","redPirate","11","25","tidalWave","1"
"level_08.xml","10","redPirate","11","25","type","redPirate"
"level_08.xml","10","redPirate","11","25","woodenCrate","5"
"level_08.xml","10","redPirate","11","25","x","11"
"level_08.xml","10","redPirate","11","25","y","25"
"level_08.xml","11","parrot","7","25","anchor","1"
"level_08.xml","11","parrot","7","25","banana","5"
"level_08.xml","11","parrot","7","25","cherryBomb","4"
"level_08.xml","11","parrot","7","25","dynamite","10"
"level_08.xml","11","parrot","7","25","gunpowderBarrel","1"
"level_08.xml","11","parrot","7","25","luck","10"
"level_08.xml","11","parrot","7","25","maxChests","3"
"level_08.xml","11","parrot","7","25","mine","1"
"level_08.xml","11","parrot","7","25","parachuteBomb","5"
"level_08.xml","11","parrot","7","25","piecesOfEight","1"
"level_08.xml","11","parrot","7","25","rumBottle","10"
"level_08.xml","11","parrot","7","25","seagull","2"
"level_08.xml","11","parrot","7","25","tidalWave","1"
"level_08.xml","11","parrot","7","25","type","parrot"
"level_08.xml","11","parrot","7","25","x","7"
"level_08.xml","11","parrot","7","25","y","25"
"level_09.xml","0","potentialWeapons","21","1","anchor","1"
"level_09.xml","0","potentialWeapons","21","1","banana","2"
"level_09.xml","0","potentialWeapons","21","1","boulder","1"
"level_09.xml","0","potentialWeapons","21","1","cannon","5"
"level_09.xml","0","potentialWeapons","21","1","dynamite","2"
"level_09.xml","0","potentialWeapons","21","1","luck","1"
"level_09.xml","0","potentialWeapons","21","1","mine","5"
"level_09.xml","0","potentialWeapons","21","1","parachuteBomb","2"
"level_09.xml","0","potentialWeapons","21","1","piecesOfEight","2"
"level_09.xml","0","potentialWeapons","21","1","seagull","2"
"level_09.xml","0","potentialWeapons","21","1","tidalWave","1"
"level_09.xml","0","potentialWeapons","21","1","type","potentialWeapons"
"level_09.xml","0","potentialWeapons","21","1","voodooDoll","1"
"level_09.xml","0","potentialWeapons","21","1","x","21"
"level_09.xml","0","potentialWeapons","21","1","y","1"
"level_09.xml","1","rainbowBeard","25","1","anchor","1"
"level_09.xml","1","rainbowBeard","25","1","banana","1"
"level_09.xml","1","rainbowBeard","25","1","cannon","5"
"level_09.xml","1","rainbowBeard","25","1","cherryBomb","10"
"level_09.xml","1","rainbowBeard","25","1","dynamite","10"
"level_09.xml","1","rainbowBeard","25","1","gunpowderBarrel","5"
"level_09.xml","1","rainbowBeard","25","1","luck","20"
"level_09.xml","1","rainbowBeard","25","1","maxChests","1"
"level_09.xml","1","rainbowBeard","25","1","mine","5"
"level_09.xml","1","rainbowBeard","25","1","parachuteBomb","1"
"level_09.xml","1","rainbowBeard","25","1","piecesOfEight","10"
"level_09.xml","1","rainbowBeard","25","1","seagull","1"
"level_09.xml","1","rainbowBeard","25","1","type","rainbowBeard"
"level_09.xml","1","rainbowBeard","25","1","woodenCrate","5"
"level_09.xml","1","rainbowBeard","25","1","x","25"
"level_09.xml","1","rainbowBeard","25","1","y","1"
"level_09.xml","2","redPirate","52","20","banana","1"
"level_09.xml","2","redPirate","52","20","cannon","5"
"level_09.xml","2","redPirate","52","20","cherryBomb","10"
"level_09.xml","2","redPirate","52","20","dynamite","5"
"level_09.xml","2","redPirate","52","20","gunpowderBarrel","5"
"level_09.xml","2","redPirate","52","20","luck","1"
"level_09.xml","2","redPirate","52","20","mine","10"
"level_09.xml","2","redPirate","52","20","parachuteBomb","1"
"level_09.xml","2","redPirate","52","20","piecesOfEight","1"
"level_09.xml","2","redPirate","52","20","type","redPirate"
"level_09.xml","2","redPirate","52","20","woodenCrate","5"
"level_09.xml","2","redPirate","52","20","x","52"
"level_09.xml","2","redPirate","52","20","y","20"
"level_09.xml","3","rainbowBeard","53","20","anchor","1"
"level_09.xml","3","rainbowBeard","53","20","banana","1"
"level_09.xml","3","rainbowBeard","53","20","cannon","5"
"level_09.xml","3","rainbowBeard","53","20","cherryBomb","10"
"level_09.xml","3","rainbowBeard","53","20","dynamite","5"
"level_09.xml","3","rainbowBeard","53","20","gunpowderBarrel","5"
"level_09.xml","3","rainbowBeard","53","20","luck","25"
"level_09.xml","3","rainbowBeard","53","20","maxChests","3"
"level_09.xml","3","rainbowBeard","53","20","mine","1"
"level_09.xml","3","rainbowBeard","53","20","parachuteBomb","1"
"level_09.xml","3","rainbowBeard","53","20","piecesOfEight","1"
"level_09.xml","3","rainbowBeard","53","20","seagull","1"
"level_09.xml","3","rainbowBeard","53","20","type","rainbowBeard"
"level_09.xml","3","rainbowBeard","53","20","woodenCrate","5"
"level_09.xml","3","rainbowBeard","53","20","x","53"
"level_09.xml","3","rainbowBeard","53","20","y","20"
"level_09.xml","4","rainbowBeard","30","15","anchor","1"
"level_09.xml","4","rainbowBeard","30","15","banana","1"
"level_09.xml","4","rainbowBeard","30","15","cannon","5"
"level_09.xml","4","rainbowBeard","30","15","cherryBomb","10"
"level_09.xml","4","rainbowBeard","30","15","dynamite","5"
"level_09.xml","4","rainbowBeard","30","15","gunpowderBarrel","5"
"level_09.xml","4","rainbowBeard","30","15","luck","25"
"level_09.xml","4","rainbowBeard","30","15","maxChests","3"
"level_09.xml","4","rainbowBeard","30","15","mine","1"
"level_09.xml","4","rainbowBeard","30","15","parachuteBomb","1"
"level_09.xml","4","rainbowBeard","30","15","piecesOfEight","1"
"level_09.xml","4","rainbowBeard","30","15","seagull","1"
"level_09.xml","4","rainbowBeard","30","15","type","rainbowBeard"
"level_09.xml","4","rainbowBeard","30","15","woodenCrate","5"
"level_09.xml","4","rainbowBeard","30","15","x","30"
"level_09.xml","4","rainbowBeard","30","15","y","15"
"level_09.xml","5","redPirateCaptain","18","15","banana","1"
"level_09.xml","5","redPirateCaptain","18","15","cannon","5"
"level_09.xml","5","redPirateCaptain","18","15","cherryBomb","10"
"level_09.xml","5","redPirateCaptain","18","15","dynamite","5"
"level_09.xml","5","redPirateCaptain","18","15","gunpowderBarrel","5"
"level_09.xml","5","redPirateCaptain","18","15","luck","1"
"level_09.xml","5","redPirateCaptain","18","15","mine","10"
"level_09.xml","5","redPirateCaptain","18","15","parachuteBomb","1"
"level_09.xml","5","redPirateCaptain","18","15","piecesOfEight","1"
"level_09.xml","5","redPirateCaptain","18","15","seagull","1"
"level_09.xml","5","redPirateCaptain","18","15","type","redPirateCaptain"
"level_09.xml","5","redPirateCaptain","18","15","woodenCrate","5"
"level_09.xml","5","redPirateCaptain","18","15","x","18"
"level_09.xml","5","redPirateCaptain","18","15","y","15"
"level_09.xml","6","rainbowBeardCaptain","27","10","anchor","1"
"level_09.xml","6","rainbowBeardCaptain","27","10","banana","1"
"level_09.xml","6","rainbowBeardCaptain","27","10","cannon","5"
"level_09.xml","6","rainbowBeardCaptain","27","10","cherryBomb","10"
"level_09.xml","6","rainbowBeardCaptain","27","10","dynamite","2"
"level_09.xml","6","rainbowBeardCaptain","27","10","gunpowderBarrel","5"
"level_09.xml","6","rainbowBeardCaptain","27","10","luck","25"
"level_09.xml","6","rainbowBeardCaptain","27","10","mine","5"
"level_09.xml","6","rainbowBeardCaptain","27","10","parachuteBomb","1"
"level_09.xml","6","rainbowBeardCaptain","27","10","piecesOfEight","2"
"level_09.xml","6","rainbowBeardCaptain","27","10","seagull","2"
"level_09.xml","6","rainbowBeardCaptain","27","10","tidalWave","5"
"level_09.xml","6","rainbowBeardCaptain","27","10","type","rainbowBeardCaptain"
"level_09.xml","6","rainbowBeardCaptain","27","10","voodooDoll","1"
"level_09.xml","6","rainbowBeardCaptain","27","10","woodenCrate","5"
"level_09.xml","6","rainbowBeardCaptain","27","10","x","27"
"level_09.xml","6","rainbowBeardCaptain","27","10","y","10"
"level_09.xml","7","redPirate","40","10","banana","1"
"level_09.xml","7","redPirate","40","10","cannon","5"
"level_09.xml","7","redPirate","40","10","cherryBomb","10"
"level_09.xml","7","redPirate","40","10","dynamite","5"
"level_09.xml","7","redPirate","40","10","gunpowderBarrel","5"
"level_09.xml","7","redPirate","40","10","luck","1"
"level_09.xml","7","redPirate","40","10","mine","10"
"level_09.xml","7","redPirate","40","10","parachuteBomb","1"
"level_09.xml","7","redPirate","40","10","piecesOfEight","1"
"level_09.xml","7","redPirate","40","10","type","redPirate"
"level_09.xml","7","redPirate","40","10","woodenCrate","5"
"level_09.xml","7","redPirate","40","10","x","40"
"level_09.xml","7","redPirate","40","10","y","10"
"level_09.xml","8","redPirate","8","16","banana","1"
"level_09.xml","8","redPirate","8","16","cannon","5"
"level_09.xml","8","redPirate","8","16","cherryBomb","10"
"level_09.xml","8","redPirate","8","16","dynamite","5"
"level_09.xml","8","redPirate","8","16","gunpowderBarrel","5"
"level_09.xml","8","redPirate","8","16","luck","1"
"level_09.xml","8","redPirate","8","16","mine","10"
"level_09.xml","8","redPirate","8","16","parachuteBomb","1"
"level_09.xml","8","redPirate","8","16","piecesOfEight","1"
"level_09.xml","8","redPirate","8","16","type","redPirate"
"level_09.xml","8","redPirate","8","16","woodenCrate","5"
"level_09.xml","8","redPirate","8","16","x","8"
"level_09.xml","8","redPirate","8","16","y","16"
"level_09.xml","9","rainbowBeard","41","16","anchor","1"
"level_09.xml","9","rainbowBeard","41","16","banana","1"
"level_09.xml","9","rainbowBeard","41","16","cannon","5"
"level_09.xml","9","rainbowBeard","41","16","cherryBomb","10"
"level_09.xml","9","rainbowBeard","41","16","dynamite","5"
"level_09.xml","9","rainbowBeard","41","16","gunpowderBarrel","5"
"level_09.xml","9","rainbowBeard","41","16","luck","25"
"level_09.xml","9","rainbowBeard","41","16","maxChests","3"
"level_09.xml","9","rainbowBeard","41","16","mine","1"
"level_09.xml","9","rainbowBeard","41","16","parachuteBomb","1"
"level_09.xml","9","rainbowBeard","41","16","piecesOfEight","1"
"level_09.xml","9","rainbowBeard","41","16","seagull","1"
"level_09.xml","9","rainbowBeard","41","16","type","rainbowBeard"
"level_09.xml","9","rainbowBeard","41","16","woodenCrate","5"
"level_09.xml","9","rainbowBeard","41","16","x","41"
"level_09.xml","9","rainbowBeard","41","16","y","16"
"level_09.xml","10","redPirate","41","21","banana","1"
"level_09.xml","10","redPirate","41","21","cannon","5"
"level_09.xml","10","redPirate","41","21","cherryBomb","10"
