symbol_id,bounds_type,xmin_px,ymin_px,xmax_px,ymax_px
1468,shapeBounds,0.0,0.0,36.0,39.0
1470,shapeBounds,0.0,0.0,36.0,39.0
1472,shapeBounds,0.0,0.0,36.0,39.0
1474,shapeBounds,0.0,0.0,36.0,39.0
1476,shapeBounds,0.0,0.0,36.0,39.0
1478,shapeBounds,0.0,0.0,36.0,39.0
1480,shapeBounds,0.0,0.0,36.0,39.0
1482,shapeBounds,0.0,0.0,36.0,39.0
1484,shapeBounds,0.0,0.0,36.0,39.0
1488,shapeBounds,-1.0,-26.0,33.0,32.0
1491,shapeBounds,0.0,-8.0,31.0,32.0
1494,shapeBounds,0.0,0.0,32.0,32.0
1497,shapeBounds,0.0,6.0,32.0,32.0
1500,shapeBounds,0.0,0.0,32.0,32.0
1503,shapeBounds,0.0,0.0,32.0,32.0
1506,shapeBounds,0.0,0.0,32.0,32.0
1509,shapeBounds,0.0,0.0,32.0,27.0
1512,shapeBounds,0.0,6.0,32.0,32.0
1515,shapeBounds,0.0,0.0,32.0,32.0
1518,shapeBounds,0.0,0.0,30.0,32.0
1521,shapeBounds,0.0,0.0,32.0,32.0
1524,shapeBounds,0.0,0.0,32.0,32.0
1527,shapeBounds,-2.0,0.0,32.0,32.0
1530,shapeBounds,0.0,0.0,34.0,32.0
1533,shapeBounds,0.0,0.0,32.0,32.0
1536,shapeBounds,0.0,0.0,32.0,32.0
1539,shapeBounds,0.0,0.0,32.0,32.0
1542,shapeBounds,0.0,0.0,32.0,32.0
1545,shapeBounds,0.0,0.0,32.0,32.0
1548,shapeBounds,0.0,0.0,32.0,32.0
1551,shapeBounds,0.0,0.0,32.0,32.0
1554,shapeBounds,0.0,0.0,36.0,32.0
1557,shapeBounds,0.0,0.0,36.0,32.0
1560,shapeBounds,0.0,0.0,34.0,32.0
1562,shapeBounds,0.0,0.0,34.0,32.0
1564,shapeBounds,0.0,0.0,34.0,32.0
1566,shapeBounds,0.0,0.0,34.0,32.0
1568,shapeBounds,0.0,0.0,34.0,32.0
1570,shapeBounds,0.0,0.0,34.0,32.0
1572,shapeBounds,0.0,0.0,34.0,32.0
1574,shapeBounds,0.0,0.0,34.0,32.0
1577,shapeBounds,0.0,0.0,34.0,32.0
1579,shapeBounds,0.0,0.0,34.0,32.0
1581,shapeBounds,0.0,0.0,34.0,32.0
1583,shapeBounds,0.0,0.0,34.0,32.0
1585,shapeBounds,0.0,0.0,34.0,32.0
1587,shapeBounds,0.0,0.0,34.0,32.0
1589,shapeBounds,0.0,0.0,34.0,32.0
1591,shapeBounds,0.0,0.0,34.0,32.0
1594,shapeBounds,0.0,0.0,32.0,32.0
1596,shapeBounds,0.0,0.0,32.0,32.0
1598,shapeBounds,0.0,0.0,32.0,32.0
1600,shapeBounds,0.0,0.0,32.0,32.0
1602,shapeBounds,0.0,0.0,32.0,32.0
1604,shapeBounds,0.0,0.0,32.0,32.0
1606,shapeBounds,0.0,0.0,32.0,32.0
1608,shapeBounds,0.0,0.0,32.0,32.0
1610,shapeBounds,0.0,34.0,980.0,354.0
1612,shapeBounds,0.0,-30.0,1024.0,34.0
1614,shapeBounds,0.0,-30.0,1024.0,34.0
1616,shapeBounds,0.0,-30.0,1024.0,34.0
1618,shapeBounds,0.0,-30.0,1024.0,34.0
1620,shapeBounds,0.0,-30.0,1024.0,34.0
1621,shapeBounds,0.0,-30.0,1024.0,34.0
1623,shapeBounds,0.0,34.0,980.0,354.0
1625,shapeBounds,0.0,-30.0,1024.0,34.0
1627,shapeBounds,0.0,-30.0,1024.0,34.0
1629,shapeBounds,0.0,-30.0,1024.0,34.0
1631,shapeBounds,0.0,-30.0,1024.0,34.0
1633,shapeBounds,0.0,-30.0,1024.0,34.0
1635,shapeBounds,0.0,-30.0,1024.0,34.0
1637,shapeBounds,0.0,34.0,980.0,354.0
1639,shapeBounds,0.0,-30.0,1024.0,34.0
1641,shapeBounds,0.0,-30.0,1024.0,34.0
1643,shapeBounds,0.0,-30.0,1024.0,34.0
1645,shapeBounds,0.0,-30.0,1024.0,34.0
1647,shapeBounds,0.0,-30.0,1024.0,34.0
1649,shapeBounds,0.0,-30.0,1024.0,34.0
1653,shapeBounds,-17.0,0.0,17.0,39.0
1655,shapeBounds,-17.0,0.0,17.0,39.0
1658,shapeBounds,0.0,0.0,34.0,39.0
1661,shapeBounds,-27.0,-18.0,26.0,2.0
1663,shapeBounds,-27.0,-18.0,26.0,2.0
1665,shapeBounds,-27.0,-18.0,26.0,2.0
1667,shapeBounds,-27.0,-18.0,26.0,2.0
1669,shapeBounds,-27.0,-18.0,26.0,2.0
1671,shapeBounds,-27.0,-18.0,26.0,2.0
1673,shapeBounds,-27.0,-18.0,26.0,2.0
1675,shapeBounds,-27.0,-18.0,26.0,2.0
1678,shapeBounds,-17.0,-24.0,17.0,16.0
1680,shapeBounds,-17.0,-24.0,17.0,16.0
1682,shapeBounds,0.0,0.0,34.0,40.0
1683,shapeBounds,-20.0,-53.95,20.0,-3.95
1685,shapeBounds,-13.0,-13.0,12.95,12.95
1687,shapeBounds,0.0,0.0,18.0,17.0
1689,shapeBounds,0.0,0.0,18.0,17.0
1691,shapeBounds,0.0,0.0,18.0,17.0
1693,shapeBounds,0.0,0.0,18.0,17.0
1695,shapeBounds,0.0,0.0,18.0,17.0
1697,shapeBounds,0.0,0.0,18.0,17.0
1699,shapeBounds,0.0,0.0,18.0,17.0
1701,shapeBounds,0.0,0.0,18.0,17.0
1703,shapeBounds,0.0,0.0,18.0,17.0
1705,shapeBounds,0.0,0.0,18.0,17.0
1707,shapeBounds,0.0,0.0,18.0,17.0
1709,shapeBounds,0.0,0.0,18.0,17.0
1711,shapeBounds,0.0,0.0,18.0,17.0
1713,shapeBounds,0.0,0.0,18.0,17.0
1715,shapeBounds,0.0,0.0,18.0,17.0
1717,shapeBounds,0.0,0.0,18.0,17.0
1719,shapeBounds,0.0,0.0,18.0,17.0
1722,shapeBounds,-13.0,-13.0,12.95,12.95
1727,shapeBounds,-24.0,-44.0,24.0,0.0
1729,shapeBounds,-24.0,-44.0,24.0,0.0
1731,shapeBounds,-24.0,-44.0,24.0,0.0
1733,shapeBounds,-24.0,-44.0,24.0,0.0
1735,shapeBounds,-24.0,-44.0,24.0,0.0
1737,shapeBounds,-24.0,-44.0,24.0,0.0
1739,shapeBounds,-24.0,-44.0,24.0,0.0
1741,shapeBounds,-24.0,-44.0,24.0,0.0
1743,shapeBounds,-24.0,-44.0,24.0,0.0
1745,shapeBounds,-24.0,-44.0,24.0,0.0
1747,shapeBounds,-24.0,-44.0,24.0,0.0
1749,shapeBounds,-24.0,-44.0,24.0,0.0
1751,shapeBounds,-24.0,-44.0,24.0,0.0
1753,shapeBounds,-24.0,-44.0,24.0,0.0
1755,shapeBounds,-24.0,-44.0,24.0,0.0
1757,shapeBounds,-24.0,-44.0,24.0,0.0
1759,shapeBounds,-24.0,-44.0,24.0,0.0
1761,shapeBounds,-24.0,-44.0,24.0,0.0
1763,shapeBounds,-24.0,-44.0,24.0,0.0
1765,shapeBounds,-24.0,-44.0,24.0,0.0
1767,shapeBounds,-24.0,-44.0,24.0,0.0
1769,shapeBounds,-24.0,-44.0,24.0,0.0
1771,shapeBounds,-24.0,-44.0,24.0,0.0
1773,shapeBounds,-24.0,-44.0,24.0,0.0
1775,shapeBounds,-24.0,-44.0,24.0,0.0
1777,shapeBounds,-24.0,-44.0,24.0,0.0
1779,shapeBounds,-24.0,-44.0,24.0,0.0
1781,shapeBounds,70.35,-86.7,153.85,-3.2
1782,shapeBounds,66.5,-90.55,157.7,0.65
1783,endBounds,-50.0,-50.0,50.0,50.0
1783,startBounds,-47.1,-47.1,47.1,47.1
1784,shapeBounds,-50.0,-50.0,50.0,50.0
1787,shapeBounds,-10.0,-11.0,12.0,11.0
1789,shapeBounds,-9.0,-11.0,10.0,10.0
1791,shapeBounds,-10.0,-4.0,10.0,6.0
1793,shapeBounds,-10.0,-11.0,11.0,8.0
1795,shapeBounds,-8.0,-11.0,11.0,10.0
1797,shapeBounds,-9.0,-10.0,10.0,10.0
1799,shapeBounds,-15.0,-10.0,16.0,11.0
1801,shapeBounds,-15.0,-10.0,16.0,11.0
1803,shapeBounds,-15.0,-10.0,16.0,11.0
1805,shapeBounds,-15.0,-10.0,16.0,11.0
1808,shapeBounds,-9.0,-9.0,9.95,9.95
1810,shapeBounds,-5.0,-10.0,7.9,10.9
1812,shapeBounds,-10.0,-6.0,5.9,9.9
1815,shapeBounds,-10.0,-10.0,9.9,9.9
1816,shapeBounds,0.0,0.0,19.9,19.9
1819,shapeBounds,-10.0,-10.0,9.9,9.9
1822,shapeBounds,0.0,0.0,24.0,36.0
1824,shapeBounds,0.0,0.0,24.0,36.0
1826,shapeBounds,-9.0,-4.0,8.9,4.9
1828,shapeBounds,0.0,0.0,24.0,36.0
1830,shapeBounds,0.0,0.0,24.0,36.0
1833,shapeBounds,0.0,0.0,85.95,56.95
1835,shapeBounds,0.0,0.0,85.95,56.95
1836,shapeBounds,0.0,0.0,85.95,56.95
1838,shapeBounds,0.0,0.0,86.0,57.0
1841,shapeBounds,0.0,0.0,85.95,56.95
1843,shapeBounds,0.0,0.0,86.0,57.0
1846,shapeBounds,0.0,0.0,19.9,19.9
1849,shapeBounds,0.0,0.0,19.9,19.9
1852,shapeBounds,0.0,5.0,270.95,251.95
1854,shapeBounds,0.0,5.0,270.95,251.95
1857,shapeBounds,-4.0,-4.0,4.0,4.0
1860,shapeBounds,-15.0,-3.0,14.95,2.95
1861,endBounds,-14.0,-2.0,13.0,2.0
1861,startBounds,-14.0,-2.0,-12.0,2.0
1862,shapeBounds,-14.0,-2.0,13.0,2.0
1863,shapeBounds,-14.0,-2.0,14.0,2.0
1865,shapeBounds,-14.0,-13.0,13.9,12.9
1868,shapeBounds,-8.0,1.0,7.95,23.95
1871,shapeBounds,-20.0,-21.0,21.0,21.0
1873,shapeBounds,-62.0,1.0,34.0,9.0
1874,endBounds,-14.0,-2.0,13.0,2.0
1874,startBounds,-14.0,-2.0,-12.0,2.0
1875,shapeBounds,-14.0,-2.0,13.0,2.0
1876,shapeBounds,-14.0,-2.0,14.0,2.0
1879,shapeBounds,-8.0,1.0,7.95,23.95
1882,shapeBounds,-12.0,1.0,11.95,23.95
1885,shapeBounds,1.0,1.0,4.95,4.95
1887,shapeBounds,1.0,0.0,5.0,1.0
1889,shapeBounds,0.0,0.0,1.0,4.0
1891,shapeBounds,0.0,-5.0,1.0,-1.0
1893,shapeBounds,-5.0,0.0,-1.0,1.0
1897,shapeBounds,0.0,0.0,636.0,2.0
1899,edgeBounds,-182.5,-182.5,182.5,182.5
1899,shapeBounds,-182.5,-182.5,182.5,182.5
1902,shapeBounds,0.0,0.0,550.0,400.0
1904,shapeBounds,-275.0,-200.0,275.0,200.0
1905,shapeBounds,-229.0,-70.5,207.0,70.5
1907,shapeBounds,-218.0,-70.5,218.0,70.5
1911,shapeBounds,-275.0,-200.0,275.0,200.0
1913,shapeBounds,-96.0,-71.5,96.0,71.5
1916,shapeBounds,-96.0,-71.5,96.0,71.5
1917,endBounds,13.05,-72.95,113.05,27.05
1917,startBounds,15.95,-70.05,110.15,24.15
1918,endBounds,-104.95,-16.95,-4.95,83.05
1918,startBounds,-102.05,-14.05,-7.85,80.15
1919,shapeBounds,62.1,-94.95,162.1,5.05
1920,shapeBounds,-147.0,-92.0,130.1,98.05
1921,endBounds,-50.0,-50.0,50.0,50.0
1921,startBounds,-47.1,-47.1,47.1,47.1
1924,shapeBounds,-70.0,-5.0,71.0,6.0
1927,shapeBounds,54.0,36.0,505.9,189.9
1930,shapeBounds,44.0,24.0,506.0,376.0
1932,shapeBounds,283.5,179.0,293.5,185.0
1935,shapeBounds,-162.0,-33.0,163.0,33.0
1936,edgeBounds,-84.25,-93.0,9.95,-47.4
1936,shapeBounds,-84.25,-94.0,10.95,-47.4
1937,endBounds,-117.0,-45.0,-85.0,-1.0
1937,startBounds,-92.5,-45.0,-85.0,-34.5
1939,shapeBounds,-12.0,-11.5,12.0,11.5
1941,shapeBounds,84.0,-53.0,143.0,-30.0
1943,shapeBounds,-11.0,-11.0,11.0,11.0
1945,shapeBounds,0.0,0.0,12.0,21.0
1947,edgeBounds,-116.0,-44.0,-86.0,-2.0
1947,shapeBounds,-117.0,-45.0,-85.0,-1.0
1948,shapeBounds,-12.0,-11.5,12.0,11.5
1949,endBounds,62.1,-94.95,162.1,5.05
1949,startBounds,65.0,-92.05,159.2,2.15
1950,endBounds,-122.0,-41.0,-93.0,-7.5
1950,startBounds,-100.5,-41.0,-93.0,-32.9
1951,edgeBounds,-121.0,-40.0,-94.0,-8.5
1951,shapeBounds,-122.0,-41.0,-93.0,-7.5
1954,shapeBounds,44.0,24.0,503.9,373.95
1957,shapeBounds,127.05,169.5,472.1,249.5
1959,shapeBounds,44.0,24.0,503.9,373.95
1960,shapeBounds,186.0,80.85,362.95,103.85
1963,shapeBounds,0.0,0.0,549.9,399.9
1968,shapeBounds,197.0,12.0,1831.0,183.0
1971,shapeBounds,0.0,0.0,1640.9,290.95
1974,shapeBounds,71.0,6.0,1918.0,195.0
1977,shapeBounds,0.0,246.0,1099.8,399.95
1979,shapeBounds,0.0,0.0,550.0,400.0
1982,shapeBounds,0.0,0.0,549.9,399.9
1987,shapeBounds,197.0,12.0,1831.0,183.0
1990,shapeBounds,0.0,0.0,1640.9,290.95
1993,shapeBounds,71.0,6.0,1918.0,195.0
1996,shapeBounds,0.0,246.0,1099.8,399.95
2001,shapeBounds,-65.95,-16.95,66.0,17.0
2002,endBounds,-34.0,0.95,62.0,8.95
2002,startBounds,-34.0,0.9,-33.0,8.9
2003,shapeBounds,-34.0,0.95,62.0,8.95
2006,shapeBounds,-65.95,-16.95,66.0,17.0
2008,shapeBounds,-11.0,-11.0,11.0,10.0
2010,endBounds,-62.0,1.0,34.0,9.0
2010,startBounds,33.0,1.0,34.0,9.0
